State_name,State_canonical_name,State_Alien_Status,APC_name,APC_canonical_name,APC_Alien_Status,APC_Authorship,taxa_status,Status_comparison,Unified_status,establishment_means,degree_of_establishment
Abelmoschus ficulneus (L.) Wight & Arn. ex Wight,Abelmoschus ficulneus,native,Abelmoschus ficulneus (L.) Wight,Abelmoschus ficulneus,native,(L.) Wight,accepted,Similar for the state flora and the APC,native,native,native
Abelmoschus manihot (L.) Medik.,Abelmoschus manihot,naturalised,Abelmoschus manihot (L.) Medik.,Abelmoschus manihot,naturalised,(L.) Medik.,accepted,Similar for the state flora and the APC,naturalised,introduced,established
Abelmoschus manihot (L.) Medik. subsp. manihot,Abelmoschus manihot subsp. manihot,naturalised,Abelmoschus manihot (L.) Medik. subsp. manihot,Abelmoschus manihot subsp. manihot,naturalised,NA,accepted,Similar for the state flora and the APC,naturalised,introduced,established
Abelmoschus manihot subsp. tetraphyllus (Roxb. ex Hornem.) Borss.Waalk.,Abelmoschus manihot subsp. tetraphyllus,naturalised,Abelmoschus manihot subsp. tetraphyllus (Roxb. ex Hornem.) Borss.Waalk.,Abelmoschus manihot subsp. tetraphyllus,naturalised,(Roxb. ex Hornem.) Borss.Waalk.,accepted,Similar for the state flora and the APC,naturalised,introduced,established
Abelmoschus moschatus Medik.,Abelmoschus moschatus,native,Abelmoschus moschatus Medik.,Abelmoschus moschatus,native,Medik.,accepted,Similar for the state flora and the APC,native,native,native
Abelmoschus moschatus Medik. subsp. moschatus,Abelmoschus moschatus subsp. moschatus,naturalised,Abelmoschus moschatus Medik. subsp. moschatus,Abelmoschus moschatus subsp. moschatus,NA,NA,accepted,Not recorded on the APC as present in this state,naturalised,introduced,established
Abelmoschus moschatus subsp. tuberosus (Span.) Borss.Waalk.,Abelmoschus moschatus subsp. tuberosus,native,Abelmoschus moschatus subsp. tuberosus (Span.) Borss.Waalk.,Abelmoschus moschatus subsp. tuberosus,native,(Span.) Borss.Waalk.,accepted,Similar for the state flora and the APC,native,native,native
Abildgaardia macrantha (Boeckeler) Goetgh.,Abildgaardia macrantha,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Abildgaardia odontocarpa (S.T.Blake) K.L.Wilson & J.J.Bruhl,Abildgaardia odontocarpa,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Abildgaardia ovata (Burm.f.) Kral,Abildgaardia ovata,native,Abildgaardia ovata (Burm.f.) Kral,Abildgaardia ovata,native,(Burm.f.) Kral,accepted,Similar for the state flora and the APC,native,native,native
Abildgaardia oxystachya (F.Muell.) K.L.Wilson & J.J.Bruhl,Abildgaardia oxystachya,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Abildgaardia pachyptera (S.T.Blake) K.L.Wilson & J.J.Bruhl,Abildgaardia pachyptera,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Abildgaardia schoenoides R.Br.,Abildgaardia schoenoides,native,Fimbristylis squarrulosa F.Muell.,Fimbristylis squarrulosa,native,F.Muell.,taxonomic synonym,Similar for the state flora and the APC,native,native,native
Abrodictyum brassii (Croxall) Ebihara & K.Iwats.,Abrodictyum brassii,native,Abrodictyum brassii (Croxall) Ebihara & K.Iwats.,Abrodictyum brassii,native,(Croxall) Ebihara & K.Iwats.,accepted,Similar for the state flora and the APC,native,native,native
Abrodictyum caudatum (Brack.) Ebihara & K.Iwats.,Abrodictyum caudatum,native,Abrodictyum caudatum (Brack.) Ebihara & K.Iwats.,Abrodictyum caudatum,native,(Brack.) Ebihara & K.Iwats.,accepted,Similar for the state flora and the APC,native,native,native
Abrodictyum obscurum (Blume) Ebihara & K.Iwats.,Abrodictyum obscurum,native,Abrodictyum obscurum (Blume) Ebihara & K.Iwats.,Abrodictyum obscurum,native,(Blume) Ebihara & K.Iwats.,accepted,Similar for the state flora and the APC,native,native,native
Abroma molle DC.,Abroma molle,native,Abroma molle DC.,Abroma molle,native,DC.,accepted,Similar for the state flora and the APC,native,native,native
Abrophyllum ornans (F.Muell.) Hook.f. ex Benth.,Abrophyllum ornans,native,Abrophyllum ornans (F.Muell.) Hook.f. ex Benth.,Abrophyllum ornans,native,(F.Muell.) Hook.f. ex Benth.,accepted,Similar for the state flora and the APC,native,native,native
Abrus precatorius L.,Abrus precatorius,native,Abrus precatorius L.,Abrus precatorius,native,L.,accepted,Similar for the state flora and the APC,native,native,native
Abrus precatorius subsp. africanus Verdc.,Abrus precatorius subsp. africanus,naturalised,Abrus precatorius subsp. africanus Verdc.,Abrus precatorius subsp. africanus,naturalised,Verdc.,accepted,Similar for the state flora and the APC,naturalised,introduced,established
Abrus precatorius L. subsp. precatorius,Abrus precatorius subsp. precatorius,native,Abrus precatorius L. subsp. precatorius,Abrus precatorius subsp. precatorius,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Abutilon albescens Miq.,Abutilon albescens,native,Abutilon indicum subsp. albescens (Miq.) Borss.Waalk.,Abutilon indicum subsp. albescens,native,(Miq.) Borss.Waalk.,basionym,Similar for the state flora and the APC,native,native,native
Abutilon arenarium C.T.White,Abutilon arenarium,native,Abutilon macrum F.Muell.,Abutilon macrum,native,F.Muell.,taxonomic synonym,Similar for the state flora and the APC,native,native,native
Abutilon auritum (Wall. ex Link) Sweet,Abutilon auritum,native,Abutilon auritum (Wall. ex Link) Sweet,Abutilon auritum,native,(Wall. ex Link) Sweet,accepted,Similar for the state flora and the APC,native,native,native
Abutilon calliphyllum Domin,Abutilon calliphyllum,native,Abutilon calliphyllum Domin,Abutilon calliphyllum,native,Domin,accepted,Similar for the state flora and the APC,native,native,native
Abutilon cunninghamii Benth.,Abutilon cunninghamii,native,Abutilon cunninghamii Benth.,Abutilon cunninghamii,native,Benth.,accepted,Similar for the state flora and the APC,native,native,native
Abutilon fraseri (Hook.) Hook. ex Walp.,Abutilon fraseri,native,Abutilon fraseri (Hook.) Walp.,Abutilon fraseri,native,(Hook.) Walp.,accepted,Similar for the state flora and the APC,native,native,native
Abutilon fraseri subsp. diplotrichum (F.Muell.) R.M.Barker,Abutilon fraseri subsp. diplotrichum,native,Abutilon fraseri subsp. diplotrichum (F.Muell. ex Schltdl.) R.M.Barker,Abutilon fraseri subsp. diplotrichum,native,(F.Muell. ex Schltdl.) R.M.Barker,accepted,Similar for the state flora and the APC,native,native,native
Abutilon fraseri (Hook.) Hook. ex Walp. subsp. fraseri,Abutilon fraseri subsp. fraseri,native,Abutilon fraseri (Hook.) Walp. subsp. fraseri,Abutilon fraseri subsp. fraseri,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Abutilon fugax Domin,Abutilon fugax,native,Abutilon fugax Domin,Abutilon fugax,native,Domin,accepted,Similar for the state flora and the APC,native,native,native
Abutilon grandifolium (Willd.) Sweet,Abutilon grandifolium,naturalised,Abutilon grandifolium (Willd.) Sweet,Abutilon grandifolium,naturalised,(Willd.) Sweet,accepted,Similar for the state flora and the APC,naturalised,introduced,established
Abutilon guineense (Schumach.) Baker f. & Exell,Abutilon guineense,naturalised,Abutilon guineense (Schumach.) Baker f. ex Exell,Abutilon guineense,naturalised,(Schumach.) Baker f. ex Exell,accepted,Similar for the state flora and the APC,naturalised,introduced,established
Abutilon halophilum F.Muell.,Abutilon halophilum,native,Abutilon halophilum F.Muell. ex Schltdl.,Abutilon halophilum,native,F.Muell. ex Schltdl.,accepted,Similar for the state flora and the APC,native,native,native
Abutilon hannii Baker f.,Abutilon hannii,native,Abutilon hannii Baker f.,Abutilon hannii,native,Baker f.,accepted,Similar for the state flora and the APC,native,native,native
Abutilon lepidum (F.Muell.) A.S.Mitch.,Abutilon lepidum,native,Abutilon lepidum (F.Muell.) A.S.Mitch.,Abutilon lepidum,native,(F.Muell.) A.S.Mitch.,accepted,Similar for the state flora and the APC,native,native,native
Abutilon leucopetalum (F.Muell.) F.Muell. ex Benth.,Abutilon leucopetalum,native,Abutilon leucopetalum (F.Muell.) F.Muell. ex Benth.,Abutilon leucopetalum,native,(F.Muell.) F.Muell. ex Benth.,accepted,Similar for the state flora and the APC,native,native,native
Abutilon macrum F.Muell.,Abutilon macrum,native,Abutilon macrum F.Muell.,Abutilon macrum,native,F.Muell.,accepted,Similar for the state flora and the APC,native,native,native
Abutilon malvifolium (Benth.) J.M.Black,Abutilon malvifolium,native,Abutilon malvifolium (Benth.) J.M.Black,Abutilon malvifolium,native,(Benth.) J.M.Black,accepted,Similar for the state flora and the APC,native,native,native
Abutilon micropetalum Benth.,Abutilon micropetalum,native,Abutilon micropetalum Benth.,Abutilon micropetalum,native,Benth.,accepted,Similar for the state flora and the APC,native,native,native
Abutilon nobile Domin,Abutilon nobile,native,Abutilon nobile Domin,Abutilon nobile,native,Domin,accepted,Similar for the state flora and the APC,native,native,native
Abutilon otocarpum F.Muell.,Abutilon otocarpum,native,Abutilon otocarpum F.Muell.,Abutilon otocarpum,native,F.Muell.,accepted,Similar for the state flora and the APC,native,native,native
Abutilon oxycarpum (F.Muell.) F.Muell. ex Benth.,Abutilon oxycarpum,native,Abutilon oxycarpum (F.Muell.) F.Muell. ex Benth.,Abutilon oxycarpum,native,(F.Muell.) F.Muell. ex Benth.,accepted,Similar for the state flora and the APC,native,native,native
Abutilon oxycarpum var. incanum (Benth.) J.M.Black,Abutilon oxycarpum var. incanum,native,Abutilon oxycarpum var. incanum (Benth.) J.M.Black,Abutilon oxycarpum var. incanum,native,(Benth.) J.M.Black,accepted,Similar for the state flora and the APC,native,native,native
Abutilon oxycarpum (F.Muell.) F.Muell. ex Benth. var. oxycarpum,Abutilon oxycarpum var. oxycarpum,native,Abutilon oxycarpum (F.Muell.) F.Muell. ex Benth. var. oxycarpum,Abutilon oxycarpum var. oxycarpum,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Abutilon oxycarpum var. subsagittatum Domin,Abutilon oxycarpum var. subsagittatum,native,Abutilon oxycarpum var. subsagittatum Domin,Abutilon oxycarpum var. subsagittatum,native,Domin,accepted,Similar for the state flora and the APC,native,native,native
Abutilon persicum (Burm.f.) Merr.,Abutilon persicum,native,Abutilon persicum (Burm.f.) Merr.,Abutilon persicum,native,(Burm.f.) Merr.,accepted,Similar for the state flora and the APC,native,native,native
Abutilon pictum (Gillies ex Hook. & Arn.) Walp.,Abutilon pictum,naturalised,Abutilon pictum (Gillies ex Hook. & Arn.) Walp.,Abutilon pictum,naturalised,(Gillies ex Hook. & Arn.) Walp.,accepted,Similar for the state flora and the APC,naturalised,introduced,established
Abutilon sp. (Cook District A.MacDonald 10),Abutilon sp. (Cook District A.MacDonald 10),native,Abutilon sp. Cook District (A.MacDonald 10) Qld Herbarium,Abutilon sp. Cook District (A.MacDonald 10),native,Qld Herbarium,taxonomic synonym,Similar for the state flora and the APC,native,native,native
Abutilon sp. (Wrotham Park J.R.Clarkson 3265),Abutilon sp. (Wrotham Park J.R.Clarkson 3265),native,Abutilon hannii subsp. prostrate (P.K.Latz 427) R.M.Barker,Abutilon hannii subsp. prostrate (P.K.Latz 427),NA,R.M.Barker,taxonomic synonym,Not recorded on the APC as present in this state,native,native,native
Abutilon subviscosum Benth.,Abutilon subviscosum,native,Abutilon subviscosum Benth.,Abutilon subviscosum,native,Benth.,accepted,Similar for the state flora and the APC,native,native,native
Abutilon theophrasti Medik.,Abutilon theophrasti,naturalised,Abutilon theophrasti Medik.,Abutilon theophrasti,naturalised,Medik.,accepted,Similar for the state flora and the APC,naturalised,introduced,established
Abutilon tubulosum Hook.,Abutilon tubulosum,native,Abutilon tubulosum (Hook.) Walp.,Abutilon tubulosum,native,(Hook.) Walp.,accepted,Similar for the state flora and the APC,native,native,native
Abutilon tubulosum var. breviflorum Benth.,Abutilon tubulosum var. breviflorum,native,Abutilon tubulosum var. breviflorum Benth.,Abutilon tubulosum var. breviflorum,native,Benth.,accepted,Similar for the state flora and the APC,native,native,native
Abutilon tubulosum Hook. var. tubulosum,Abutilon tubulosum var. tubulosum,native,Abutilon tubulosum (Hook.) Walp. var. tubulosum,Abutilon tubulosum var. tubulosum,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Abutilon x hybridum Hort. ex Voss.,Abutilon x hybridum,naturalised,Abutilon x hybridum Voss,Abutilon x hybridum,naturalised,Voss,accepted,Similar for the state flora and the APC,naturalised,introduced,established
Acacia abbatiana Pedley,Acacia abbatiana,native,Acacia abbatiana Pedley,Acacia abbatiana,native,Pedley,accepted,Similar for the state flora and the APC,native,native,native
Acacia acradenia F.Muell.,Acacia acradenia,native,Acacia acradenia F.Muell.,Acacia acradenia,native,F.Muell.,accepted,Similar for the state flora and the APC,native,native,native
Acacia acrionastes Pedley,Acacia acrionastes,native,Acacia acrionastes Pedley,Acacia acrionastes,native,Pedley,accepted,Similar for the state flora and the APC,native,native,native
Acacia adsurgens Maiden & Blakely,Acacia adsurgens,native,Acacia adsurgens Maiden & Blakely,Acacia adsurgens,native,Maiden & Blakely,accepted,Similar for the state flora and the APC,native,native,native
Acacia adunca A.Cunn. ex G.Don,Acacia adunca,native,Acacia adunca A.Cunn. ex G.Don,Acacia adunca,native,A.Cunn. ex G.Don,accepted,Similar for the state flora and the APC,native,native,native
Acacia adunca A.Cunn. ex G.Don x Acacia neriifolia A.Cunn. ex Benth.,Acacia adunca x Acacia neriifolia,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Acacia alleniana Maiden,Acacia alleniana,native,Acacia alleniana Maiden,Acacia alleniana,native,Maiden,accepted,Similar for the state flora and the APC,native,native,native
Acacia amblygona A.Cunn. ex Benth.,Acacia amblygona,native,Acacia amblygona A.Cunn. ex Benth.,Acacia amblygona,native,A.Cunn. ex Benth.,accepted,Similar for the state flora and the APC,native,native,native
Acacia ammitia Pedley,Acacia ammitia,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Acacia ammophila Pedley,Acacia ammophila,native,Acacia ammophila Pedley,Acacia ammophila,native,Pedley,accepted,Similar for the state flora and the APC,native,native,native
Acacia anadenia Pedley,Acacia anadenia,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Acacia ancistrocarpa Maiden & Blakely,Acacia ancistrocarpa,native,Acacia ancistrocarpa Maiden & Blakely,Acacia ancistrocarpa,native,Maiden & Blakely,accepted,Similar for the state flora and the APC,native,native,native
Acacia aneura F.Muell. ex Benth.,Acacia aneura,native,Acacia aneura F.Muell. ex Benth.,Acacia aneura,native,F.Muell. ex Benth.,accepted,Similar for the state flora and the APC,native,native,native
Acacia aneura F.Muell. ex Benth. var. aneura,Acacia aneura var. aneura,native,Acacia aneura F.Muell. ex Benth. var. aneura,Acacia aneura var. aneura,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Acacia aneura var. major Pedley,Acacia aneura var. major,native,Acacia aneura var. major Pedley,Acacia aneura var. major,native,Pedley,accepted,Similar for the state flora and the APC,native,native,native
Acacia aneura var. tenuis Pedley,Acacia aneura var. tenuis,native,Acacia aptaneura Maslin & J.E.Reid,Acacia aptaneura,native,Maslin & J.E.Reid,taxonomic synonym,Similar for the state flora and the APC,native,native,native
Acacia aneura F.Muell. ex Benth. x Acacia paraneura Randell,Acacia aneura x Acacia paraneura,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Acacia angusta Maiden & Blakely,Acacia angusta,native,Acacia angusta Maiden & Blakely,Acacia angusta,native,Maiden & Blakely,accepted,Similar for the state flora and the APC,native,native,native
Acacia aprepta Pedley,Acacia aprepta,native,Acacia aprepta Pedley,Acacia aprepta,native,Pedley,accepted,Similar for the state flora and the APC,native,native,native
Acacia arbiana Pedley,Acacia arbiana,native,Acacia arbiana Pedley,Acacia arbiana,native,Pedley,accepted,Similar for the state flora and the APC,native,native,native
Acacia argentina Pedley,Acacia argentina,native,Acacia argentina Pedley,Acacia argentina,native,Pedley,accepted,Similar for the state flora and the APC,native,native,native
Acacia argyraea Tindale,Acacia argyraea,native,Acacia argyraea Tindale,Acacia argyraea,native,Tindale,accepted,Similar for the state flora and the APC,native,native,native
Acacia argyrodendron Domin,Acacia argyrodendron,native,Acacia argyrodendron Domin,Acacia argyrodendron,native,Domin,accepted,Similar for the state flora and the APC,native,native,native
Acacia argyrotricha Pedley,Acacia argyrotricha,native,Acacia argyrotricha Pedley,Acacia argyrotricha,native,Pedley,accepted,Similar for the state flora and the APC,native,native,native
Acacia armillata (Pedley) Pedley,Acacia armillata,native,Acacia armillata (Pedley) Pedley,Acacia armillata,native,(Pedley) Pedley,accepted,Similar for the state flora and the APC,native,native,native
Acacia armitii F.Muell. ex Maiden,Acacia armitii,native,Acacia armitii F.Muell. ex Maiden,Acacia armitii,native,F.Muell. ex Maiden,accepted,Similar for the state flora and the APC,native,native,native
Acacia asperulacea F.Muell.,Acacia asperulacea,native,Acacia asperulacea F.Muell.,Acacia asperulacea,native,F.Muell.,accepted,Similar for the state flora and the APC,native,native,native
Acacia attenuata Maiden & Blakely,Acacia attenuata,native,Acacia attenuata Maiden & Blakely,Acacia attenuata,native,Maiden & Blakely,accepted,Similar for the state flora and the APC,native,native,native
Acacia aulacocarpa A.Cunn. ex Benth.,Acacia aulacocarpa,native,Acacia aulacocarpa A.Cunn. ex Benth.,Acacia aulacocarpa,native,A.Cunn. ex Benth.,accepted,Similar for the state flora and the APC,native,native,native
Acacia aulacocarpa A.Cunn. ex Benth. x Acacia celsa Tindale,Acacia aulacocarpa x Acacia celsa,native,Acacia aulacocarpa A.Cunn. ex Benth. x Acacia celsa Tindale,Acacia aulacocarpa x Acacia celsa,native,A.Cunn. ex Benth. x Acacia celsa Tindale,accepted,Similar for the state flora and the APC,native,native,native
Acacia aulacocarpa A.Cunn. ex Benth. x Acacia crassicarpa A.Cunn. ex Benth.,Acacia aulacocarpa x Acacia crassicarpa,native,Acacia aulacocarpa A.Cunn. ex Benth. x Acacia crassicarpa A.Cunn. ex Benth.,NA,NA,NA,excluded,Taxon excluded on the APC,native,native,native
Acacia aulacocarpa A.Cunn. ex Benth. x Acacia disparrima M.W.McDonald & Maslin,Acacia aulacocarpa x Acacia disparrima,native,Acacia aulacocarpa A.Cunn. ex Benth. x Acacia disparrima M.W.McDonald & Maslin,Acacia aulacocarpa x Acacia disparrima,native,A.Cunn. ex Benth. x Acacia disparrima M.W.McDonald & Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia auriculiformis A.Cunn. ex Benth.,Acacia auriculiformis,native,Acacia auriculiformis A.Cunn. ex Benth.,Acacia auriculiformis,native,A.Cunn. ex Benth.,accepted,Similar for the state flora and the APC,native,native,native
Acacia baeuerlenii Maiden & R.T.Baker,Acacia baeuerlenii,native,Acacia baeuerlenii Maiden & R.T.Baker,Acacia baeuerlenii,native,Maiden & R.T.Baker,accepted,Similar for the state flora and the APC,native,native,native
Acacia baileyana F.Muell.,Acacia baileyana,naturalised,Acacia baileyana F.Muell.,Acacia baileyana,naturalised,F.Muell.,accepted,Similar for the state flora and the APC,naturalised,introduced,established
Acacia baileyana F.Muell. x Acacia decurrens Willd.,Acacia baileyana x Acacia decurrens,naturalised,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,naturalised,introduced,established
Acacia baileyana F.Muell. x Acacia leucoclada Tindale,Acacia baileyana x Acacia leucoclada,naturalised,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,naturalised,introduced,established
Acacia bakeri Maiden,Acacia bakeri,native,Acacia bakeri Maiden,Acacia bakeri,native,Maiden,accepted,Similar for the state flora and the APC,native,native,native
Acacia bancroftiorum Maiden,Acacia bancroftiorum,native,Acacia bancroftiorum Maiden,Acacia bancroftiorum,native,Maiden,accepted,Similar for the state flora and the APC,native,native,native
Acacia bancroftiorum Maiden x Acacia falciformis DC.,Acacia bancroftiorum x Acacia falciformis,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Acacia barakulensis Pedley,Acacia barakulensis,native,Acacia barakulensis Pedley,Acacia barakulensis,native,Pedley,accepted,Similar for the state flora and the APC,native,native,native
Acacia baueri Benth.,Acacia baueri,native,Acacia baueri Benth.,Acacia baueri,native,Benth.,accepted,Similar for the state flora and the APC,native,native,native
Acacia baueri Benth. subsp. baueri,Acacia baueri subsp. baueri,native,Acacia baueri Benth. subsp. baueri,Acacia baueri subsp. baueri,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Acacia betchei Maiden & Blakely,Acacia betchei,native,Acacia betchei Maiden & Blakely,Acacia betchei,native,Maiden & Blakely,accepted,Similar for the state flora and the APC,native,native,native
Acacia binervata DC.,Acacia binervata,native,Acacia binervata DC.,Acacia binervata,native,DC.,accepted,Similar for the state flora and the APC,native,native,native
Acacia bivenosa DC.,Acacia bivenosa,native,Acacia bivenosa DC.,Acacia bivenosa,native,DC.,accepted,Similar for the state flora and the APC,native,native,native
Acacia blakei Pedley,Acacia blakei,native,Acacia blakei Pedley,Acacia blakei,native,Pedley,accepted,Similar for the state flora and the APC,native,native,native
Acacia blakei Pedley subsp. blakei,Acacia blakei subsp. blakei,native,Acacia blakei Pedley subsp. blakei,Acacia blakei subsp. blakei,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Acacia blakei subsp. diphylla (Tindale) Pedley,Acacia blakei subsp. diphylla,native,Acacia blakei subsp. diphylla (Tindale) Pedley,Acacia blakei subsp. diphylla,native,(Tindale) Pedley,accepted,Similar for the state flora and the APC,native,native,native
Acacia brachystachya Benth.,Acacia brachystachya,native,Acacia brachystachya Benth.,Acacia brachystachya,native,Benth.,accepted,Similar for the state flora and the APC,native,native,native
Acacia brassii Pedley,Acacia brassii,native,Acacia brassii Pedley,Acacia brassii,native,Pedley,accepted,Similar for the state flora and the APC,native,native,native
Acacia brownii (Poir.) Steud.,Acacia brownii,native,Acacia brownii (Poir.) Steud.,Acacia brownii,native,(Poir.) Steud.,accepted,Similar for the state flora and the APC,native,native,native
Acacia brunioides A.Cunn. ex G.Don,Acacia brunioides,native,Acacia brunioides A.Cunn. ex G.Don,Acacia brunioides,native,A.Cunn. ex G.Don,accepted,Similar for the state flora and the APC,native,native,native
Acacia brunioides A.Cunn. ex G.Don subsp. brunioides,Acacia brunioides subsp. brunioides,native,Acacia brunioides A.Cunn. ex G.Don subsp. brunioides,Acacia brunioides subsp. brunioides,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Acacia brunioides subsp. granitica Pedley,Acacia brunioides subsp. granitica,native,Acacia brunioides subsp. granitica Pedley,Acacia brunioides subsp. granitica,native,Pedley,accepted,Similar for the state flora and the APC,native,native,native
Acacia burbidgeae Pedley,Acacia burbidgeae,native,Acacia burbidgeae Pedley,Acacia burbidgeae,native,Pedley,accepted,Similar for the state flora and the APC,native,native,native
Acacia burdekensis Pedley,Acacia burdekensis,native,Acacia burdekensis Pedley,Acacia burdekensis,native,Pedley,accepted,Similar for the state flora and the APC,native,native,native
Acacia burrana Pedley,Acacia burrana,native,Acacia burrana Pedley,Acacia burrana,native,Pedley,accepted,Similar for the state flora and the APC,native,native,native
Acacia burrowii Maiden,Acacia burrowii,native,Acacia burrowii Maiden,Acacia burrowii,native,Maiden,accepted,Similar for the state flora and the APC,native,native,native
Acacia buxifolia A.Cunn.,Acacia buxifolia,native,Acacia buxifolia A.Cunn.,Acacia buxifolia,native,A.Cunn.,accepted,Similar for the state flora and the APC,native,native,native
Acacia buxifolia A.Cunn. subsp. buxifolia,Acacia buxifolia subsp. buxifolia,native,Acacia buxifolia A.Cunn. subsp. buxifolia,Acacia buxifolia subsp. buxifolia,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Acacia buxifolia subsp. pubiflora Pedley,Acacia buxifolia subsp. pubiflora,native,Acacia buxifolia subsp. pubiflora Pedley,Acacia buxifolia subsp. pubiflora,native,Pedley,accepted,Similar for the state flora and the APC,native,native,native
Acacia calantha Pedley,Acacia calantha,native,Acacia calantha Pedley,Acacia calantha,native,Pedley,accepted,Similar for the state flora and the APC,native,native,native
Acacia calcicola Forde & Ising,Acacia calcicola,native,Acacia calcicola Forde & Ising,Acacia calcicola,native,Forde & Ising,accepted,Similar for the state flora and the APC,native,native,native
Acacia calligera (Pedley) Pedley,Acacia calligera,native,Acacia calligera (Pedley) Pedley,Acacia calligera,native,(Pedley) Pedley,accepted,Similar for the state flora and the APC,native,native,native
Acacia calyculata A.Cunn. ex Benth.,Acacia calyculata,native,Acacia calyculata A.Cunn. ex Benth.,Acacia calyculata,native,A.Cunn. ex Benth.,accepted,Similar for the state flora and the APC,native,native,native
Acacia cambagei R.T.Baker,Acacia cambagei,native,Acacia cambagei R.T.Baker,Acacia cambagei,native,R.T.Baker,accepted,Similar for the state flora and the APC,native,native,native
Acacia cambagei R.T.Baker x Acacia tephrina Pedley,Acacia cambagei x Acacia tephrina,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Acacia cana Maiden,Acacia cana,native,Acacia cana Maiden,Acacia cana,native,Maiden,accepted,Similar for the state flora and the APC,native,native,native
Acacia capillosa Pedley,Acacia capillosa,native,Acacia leptostachya Benth.,Acacia leptostachya,native,Benth.,taxonomic synonym,Similar for the state flora and the APC,native,native,native
Acacia caroleae Pedley,Acacia caroleae,native,Acacia caroleae Pedley,Acacia caroleae,native,Pedley,accepted,Similar for the state flora and the APC,native,native,native
Acacia castorum Pedley,Acacia castorum,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Acacia catenulata C.T.White,Acacia catenulata,native,Acacia catenulata C.T.White,Acacia catenulata,native,C.T.White,accepted,Similar for the state flora and the APC,native,native,native
Acacia celsa Tindale,Acacia celsa,native,Acacia celsa Tindale,Acacia celsa,native,Tindale,accepted,Similar for the state flora and the APC,native,native,native
Acacia centrinervia Maiden & Blakely,Acacia centrinervia,native,Acacia centrinervia Maiden & Blakely,Acacia centrinervia,native,Maiden & Blakely,accepted,Similar for the state flora and the APC,native,native,native
Acacia chinchillensis Tindale,Acacia chinchillensis,native,Acacia chinchillensis Tindale,Acacia chinchillensis,native,Tindale,accepted,Similar for the state flora and the APC,native,native,native
Acacia chippendalei Pedley,Acacia chippendalei,native,Acacia chippendalei Pedley,Acacia chippendalei,native,Pedley,accepted,Similar for the state flora and the APC,native,native,native
Acacia chisholmii F.M.Bailey,Acacia chisholmii,native,Acacia chisholmii F.M.Bailey,Acacia chisholmii,native,F.M.Bailey,accepted,Similar for the state flora and the APC,native,native,native
Acacia cincinnata F.Muell.,Acacia cincinnata,native,Acacia cincinnata F.Muell.,Acacia cincinnata,native,F.Muell.,accepted,Similar for the state flora and the APC,native,native,native
Acacia citriodora Kodela & Maslin,Acacia citriodora,native,Acacia citriodora Kodela & Maslin,Acacia citriodora,native,Kodela & Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia clivicola Pedley,Acacia clivicola,native,Acacia sibirica S.Moore,Acacia sibirica,native,S.Moore,taxonomic synonym,Similar for the state flora and the APC,native,native,native
Acacia colei Maslin & L.A.J.Thomson,Acacia colei,native colonising,Acacia colei Maslin & L.A.J.Thomson,Acacia colei,native,Maslin & L.A.J.Thomson,accepted,"According to the state flora is native colonising, while according to the APC is native",native colonising,native,native
Acacia colei Maslin & L.A.J.Thomson var. colei,Acacia colei var. colei,native,Acacia colei Maslin & L.A.J.Thomson var. colei,Acacia colei var. colei,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Acacia complanata A.Cunn. ex Benth.,Acacia complanata,native,Acacia complanata A.Cunn. ex Benth.,Acacia complanata,native,A.Cunn. ex Benth.,accepted,Similar for the state flora and the APC,native,native,native
Acacia concurrens Pedley,Acacia concurrens,native,Acacia concurrens Pedley,Acacia concurrens,native,Pedley,accepted,Similar for the state flora and the APC,native,native,native
