State_name,State_canonical_name,State_Alien_Status,APC_name,APC_canonical_name,APC_Alien_Status,APC_Authorship,taxa_status,Status_comparison,Unified_status,establishment_means,degree_of_establishment
Abelmoschus ficulneus (L.) Wight,Abelmoschus ficulneus,native,Abelmoschus ficulneus (L.) Wight,Abelmoschus ficulneus,native,(L.) Wight,accepted,Similar for the state flora and the APC,native,native,native
Abelmoschus moschatus Medik.,Abelmoschus moschatus,native,Abelmoschus moschatus Medik.,Abelmoschus moschatus,native,Medik.,accepted,Similar for the state flora and the APC,native,native,native
Abelmoschus moschatus subsp. biakensis (Hochr.) Borss.Waalk.,Abelmoschus moschatus subsp. biakensis,native,Abelmoschus moschatus subsp. biakensis (Hochr.) Borss.Waalk.,Abelmoschus moschatus subsp. biakensis,native,(Hochr.) Borss.Waalk.,accepted,Similar for the state flora and the APC,native,native,native
Abelmoschus moschatus subsp. tuberosus (Span.) Borss.Waalk.,Abelmoschus moschatus subsp. tuberosus,native,Abelmoschus moschatus subsp. tuberosus (Span.) Borss.Waalk.,Abelmoschus moschatus subsp. tuberosus,native,(Span.) Borss.Waalk.,accepted,Similar for the state flora and the APC,native,native,native
Abildgaardia macrantha (Boeckeler) Goetgh.,Abildgaardia macrantha,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Abildgaardia oxystachya (F.Muell.) K.L.Wilson & J.J.Bruhl,Abildgaardia oxystachya,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Abildgaardia pachyptera (S.T.Blake) K.L.Wilson & J.J.Bruhl,Abildgaardia pachyptera,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Abildgaardia schoenoides R.Br.,Abildgaardia schoenoides,native,Fimbristylis squarrulosa F.Muell.,Fimbristylis squarrulosa,native,F.Muell.,taxonomic synonym,Similar for the state flora and the APC,native,native,native
Abrus precatorius L.,Abrus precatorius,native,Abrus precatorius L.,Abrus precatorius,native,L.,accepted,Similar for the state flora and the APC,native,native,native
Abrus precatorius subsp. precatorius L.,Abrus precatorius subsp. precatorius,native,Abrus precatorius L. subsp. precatorius,Abrus precatorius subsp. precatorius,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Abutilon amplum Benth.,Abutilon amplum,native,Abutilon amplum Benth.,Abutilon amplum,native,Benth.,accepted,Similar for the state flora and the APC,native,native,native
Abutilon auritum (Link) Sweet,Abutilon auritum,native,Abutilon auritum (Wall. ex Link) Sweet,Abutilon auritum,native,(Wall. ex Link) Sweet,accepted,Similar for the state flora and the APC,native,native,native
"Abutilon australiense (Britten) Nimbalkar, Nandikar & Sardesai",Abutilon australiense,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Abutilon cryptopetalum (F.Muell.) Benth.,Abutilon cryptopetalum,native,Abutilon cryptopetalum (F.Muell.) F.Muell. ex Benth.,Abutilon cryptopetalum,native,(F.Muell.) F.Muell. ex Benth.,accepted,Similar for the state flora and the APC,native,native,native
Abutilon cunninghamii Benth.,Abutilon cunninghamii,native,Abutilon cunninghamii Benth.,Abutilon cunninghamii,native,Benth.,accepted,Similar for the state flora and the APC,native,native,native
Abutilon fraseri (Hook.) Walp.,Abutilon fraseri,native,Abutilon fraseri (Hook.) Walp.,Abutilon fraseri,native,(Hook.) Walp.,accepted,Similar for the state flora and the APC,native,native,native
Abutilon fraseri subsp. fraseri (Hook.) Walp.,Abutilon fraseri subsp. fraseri,native,Abutilon fraseri (Hook.) Walp. subsp. fraseri,Abutilon fraseri subsp. fraseri,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Abutilon geranioides (DC.) Benth.,Abutilon geranioides,native,Abutilon geranioides (DC.) Benth.,Abutilon geranioides,native,(DC.) Benth.,accepted,Similar for the state flora and the APC,native,native,native
Abutilon grandifolium (Willd.) Sweet,Abutilon grandifolium,naturalised,Abutilon grandifolium (Willd.) Sweet,Abutilon grandifolium,doubtfully naturalised,(Willd.) Sweet,accepted,"According to the state flora is naturalised, while according to the APC is doubtfully naturalised",naturalised,introduced,established
Abutilon hannii Baker f.,Abutilon hannii,native,Abutilon hannii Baker f.,Abutilon hannii,native,Baker f.,accepted,Similar for the state flora and the APC,native,native,native
Abutilon lepidum (F.Muell.) A.S.Mitch.,Abutilon lepidum,native,Abutilon lepidum (F.Muell.) A.S.Mitch.,Abutilon lepidum,native,(F.Muell.) A.S.Mitch.,accepted,Similar for the state flora and the APC,native,native,native
Abutilon leucopetalum (F.Muell.) Benth.,Abutilon leucopetalum,native,Abutilon leucopetalum (F.Muell.) F.Muell. ex Benth.,Abutilon leucopetalum,native,(F.Muell.) F.Muell. ex Benth.,accepted,Similar for the state flora and the APC,native,native,native
Abutilon macrum F.Muell.,Abutilon macrum,native,Abutilon macrum F.Muell.,Abutilon macrum,native,F.Muell.,accepted,Similar for the state flora and the APC,native,native,native
Abutilon malvifolium (Benth.) J.M.Black,Abutilon malvifolium,native,Abutilon malvifolium (Benth.) J.M.Black,Abutilon malvifolium,native,(Benth.) J.M.Black,accepted,Similar for the state flora and the APC,native,native,native
Abutilon otocarpum F.Muell.,Abutilon otocarpum,native,Abutilon otocarpum F.Muell.,Abutilon otocarpum,native,F.Muell.,accepted,Similar for the state flora and the APC,native,native,native
Abutilon oxycarpum (F.Muell.) Benth.,Abutilon oxycarpum,native,Abutilon oxycarpum (F.Muell.) F.Muell. ex Benth.,Abutilon oxycarpum,native,(F.Muell.) F.Muell. ex Benth.,accepted,Similar for the state flora and the APC,native,native,native
Abutilon oxycarpum subsp. Prostrate (A.A. Mitchell PRP 1266) NA,Abutilon oxycarpum subsp. Prostrate (A.A. Mitchell PRP 1266),native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Abutilon sp. Cape Range (A.S. George 1312) NA,Abutilon sp. Cape Range (A.S. George 1312),native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Abutilon sp. Dioicum (A.A. Mitchell PRP 1618) NA,Abutilon sp. Dioicum (A.A. Mitchell PRP 1618),native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Abutilon sp. Hamelin (A.M. Ashby 2196) NA,Abutilon sp. Hamelin (A.M. Ashby 2196),native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Abutilon sp. Onslow (F. Smith s.n. 10/9/61) NA,Abutilon sp. Onslow (F. Smith s.n. 10/9/61),native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Abutilon sp. Pilbara (W.R. Barker 2025) NA,Abutilon sp. Pilbara (W.R. Barker 2025),native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Abutilon sp. Pritzelianum (S. van Leeuwen 5095) NA,Abutilon sp. Pritzelianum (S. van Leeuwen 5095),native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Abutilon sp. Quobba (H. Demarz 3858) NA,Abutilon sp. Quobba (H. Demarz 3858),native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Abutilon sp. Warburton (A.S. George 8164) NA,Abutilon sp. Warburton (A.S. George 8164),native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Abutilon theophrasti Medik.,Abutilon theophrasti,naturalised,Abutilon theophrasti Medik.,Abutilon theophrasti,doubtfully naturalised,Medik.,accepted,"According to the state flora is naturalised, while according to the APC is doubtfully naturalised",naturalised,introduced,established
Acacia abrupta Maiden & Blakely,Acacia abrupta,native,Acacia abrupta Maiden & Blakely,Acacia abrupta,native,Maiden & Blakely,accepted,Similar for the state flora and the APC,native,native,native
Acacia acanthaster Maslin,Acacia acanthaster,native,Acacia acanthaster Maslin,Acacia acanthaster,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia acanthoclada F.Muell.,Acacia acanthoclada,native,Acacia acanthoclada F.Muell.,Acacia acanthoclada,native,F.Muell.,accepted,Similar for the state flora and the APC,native,native,native
Acacia acanthoclada subsp. acanthoclada F.Muell.,Acacia acanthoclada subsp. acanthoclada,native,Acacia acanthoclada F.Muell. subsp. acanthoclada,Acacia acanthoclada subsp. acanthoclada,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Acacia acanthoclada subsp. glaucescens Maslin,Acacia acanthoclada subsp. glaucescens,native,Acacia acanthoclada subsp. glaucescens Maslin,Acacia acanthoclada subsp. glaucescens,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia acellerata Maiden & Blakely,Acacia acellerata,native,Acacia acellerata Maiden & Blakely,Acacia acellerata,native,Maiden & Blakely,accepted,Similar for the state flora and the APC,native,native,native
Acacia aciphylla Benth.,Acacia aciphylla,native,Acacia aciphylla Benth.,Acacia aciphylla,native,Benth.,accepted,Similar for the state flora and the APC,native,native,native
Acacia acoma Maslin,Acacia acoma,native,Acacia acoma Maslin,Acacia acoma,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia acradenia F.Muell.,Acacia acradenia,native,Acacia acradenia F.Muell.,Acacia acradenia,native,F.Muell.,accepted,Similar for the state flora and the APC,native,native,native
Acacia acuaria W.Fitzg.,Acacia acuaria,native,Acacia acuaria W.Fitzg.,Acacia acuaria,native,W.Fitzg.,accepted,Similar for the state flora and the APC,native,native,native
Acacia aculeiformis Maslin,Acacia aculeiformis,native,Acacia aculeiformis Maslin,Acacia aculeiformis,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia acuminata Benth.,Acacia acuminata,native colonising,Acacia acuminata Benth.,Acacia acuminata,native,Benth.,accepted,"According to the state flora is native colonising, while according to the APC is native",native colonising,native,native
Acacia acuminata subsp. small seed (B.R. Maslin 7830) NA,Acacia acuminata subsp. small seed (B.R. Maslin 7830),native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Acacia acutata W.Fitzg.,Acacia acutata,native,Acacia acutata W.Fitzg.,Acacia acutata,native,W.Fitzg.,accepted,Similar for the state flora and the APC,native,native,native
Acacia adenogonia (Pedley) R.S.Cowan & Maslin,Acacia adenogonia,native,Acacia adenogonia (Pedley) R.S.Cowan & Maslin,Acacia adenogonia,native,(Pedley) R.S.Cowan & Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia adinophylla Maslin,Acacia adinophylla,native,Acacia adinophylla Maslin,Acacia adinophylla,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia adjutrices Maslin,Acacia adjutrices,native,Acacia adjutrices Maslin,Acacia adjutrices,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia adnata F.Muell.,Acacia adnata,native,Acacia adnata F.Muell.,Acacia adnata,native,F.Muell.,accepted,Similar for the state flora and the APC,native,native,native
Acacia adoxa Pedley,Acacia adoxa,native,Acacia adoxa Pedley,Acacia adoxa,native,Pedley,accepted,Similar for the state flora and the APC,native,native,native
Acacia adoxa var. adoxa Pedley,Acacia adoxa var. adoxa,native,Acacia adoxa Pedley var. adoxa,Acacia adoxa var. adoxa,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Acacia adoxa var. adoxa x spondylophylla NA,Acacia adoxa var. adoxa x spondylophylla,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Acacia adoxa var. subglabra Pedley,Acacia adoxa var. subglabra,native,Acacia adoxa var. subglabra Pedley,Acacia adoxa var. subglabra,native,Pedley,accepted,Similar for the state flora and the APC,native,native,native
Acacia adsurgens Maiden & Blakely,Acacia adsurgens,native,Acacia adsurgens Maiden & Blakely,Acacia adsurgens,native,Maiden & Blakely,accepted,Similar for the state flora and the APC,native,native,native
Acacia adsurgens x rhodophloia NA,Acacia adsurgens x rhodophloia,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Acacia aemula Maslin,Acacia aemula,native,Acacia aemula Maslin,Acacia aemula,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia aemula subsp. aemula Maslin,Acacia aemula subsp. aemula,native,Acacia aemula Maslin subsp. aemula,Acacia aemula subsp. aemula,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Acacia aemula subsp. muricata Maslin,Acacia aemula subsp. muricata,native,Acacia aemula subsp. muricata Maslin,Acacia aemula subsp. muricata,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia aestivalis E.Pritz.,Acacia aestivalis,native,Acacia aestivalis E.Pritz.,Acacia aestivalis,native,E.Pritz.,accepted,Similar for the state flora and the APC,native,native,native
Acacia alata R.Br.,Acacia alata,native,Acacia alata R.Br.,Acacia alata,native,R.Br.,accepted,Similar for the state flora and the APC,native,native,native
Acacia alata var. alata R.Br.,Acacia alata var. alata,native,Acacia alata R.Br. var. alata,Acacia alata var. alata,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Acacia alata var. biglandulosa Benth.,Acacia alata var. biglandulosa,native,Acacia alata var. biglandulosa Benth.,Acacia alata var. biglandulosa,native,Benth.,accepted,Similar for the state flora and the APC,native,native,native
Acacia alata var. platyptera (Lindl.) Meisn.,Acacia alata var. platyptera,native,Acacia alata var. platyptera (Lindl.) Meisn.,Acacia alata var. platyptera,native,(Lindl.) Meisn.,accepted,Similar for the state flora and the APC,native,native,native
Acacia alata var. tetrantha Maslin,Acacia alata var. tetrantha,native,Acacia alata var. tetrantha Maslin,Acacia alata var. tetrantha,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia alexandri Maslin,Acacia alexandri,native,Acacia alexandri Maslin,Acacia alexandri,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia amblygona Benth.,Acacia amblygona,native,Acacia amblygona A.Cunn. ex Benth.,Acacia amblygona,native,A.Cunn. ex Benth.,accepted,Similar for the state flora and the APC,native,native,native
Acacia amblyophylla F.Muell.,Acacia amblyophylla,native colonising,Acacia amblyophylla F.Muell.,Acacia amblyophylla,native,F.Muell.,accepted,"According to the state flora is native colonising, while according to the APC is native",native colonising,native,native
Acacia ammobia Maconochie,Acacia ammobia,native,Acacia ammobia Maconochie,Acacia ammobia,NA,Maconochie,accepted,Not recorded on the APC as present in this state,native,native,native
Acacia ampliata R.S.Cowan & Maslin,Acacia ampliata,native,Acacia ampliata R.S.Cowan & Maslin,Acacia ampliata,native,R.S.Cowan & Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia ampliceps Maslin,Acacia ampliceps,native,Acacia ampliceps Maslin,Acacia ampliceps,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia ampliceps x bivenosa NA,Acacia ampliceps x bivenosa,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Acacia ampliceps x sclerosperma subsp. sclerosperma NA,Acacia ampliceps x sclerosperma subsp. sclerosperma,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Acacia amputata Maslin,Acacia amputata,native,Acacia amputata Maslin,Acacia amputata,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia amyctica R.S.Cowan & Maslin,Acacia amyctica,native,Acacia amyctica R.S.Cowan & Maslin,Acacia amyctica,native,R.S.Cowan & Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia anarthros Maslin,Acacia anarthros,native,Acacia anarthros Maslin,Acacia anarthros,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia anasilla A.S.George,Acacia anasilla,native,Acacia anasilla A.S.George,Acacia anasilla,native,A.S.George,accepted,Similar for the state flora and the APC,native,native,native
Acacia anastema Maslin,Acacia anastema,native,Acacia anastema Maslin,Acacia anastema,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
"Acacia anastomosa Maslin, M.D.Barrett & R.L.Barrett",Acacia anastomosa,native,"Acacia anastomosa Maslin, M.D.Barrett & R.L.Barrett",Acacia anastomosa,native,"Maslin, M.D.Barrett & R.L.Barrett",accepted,Similar for the state flora and the APC,native,native,native
Acacia anaticeps Tindale,Acacia anaticeps,native,Acacia anaticeps Tindale,Acacia anaticeps,native,Tindale,accepted,Similar for the state flora and the APC,native,native,native
Acacia anceps DC.,Acacia anceps,native,Acacia anceps DC.,Acacia anceps,native,DC.,accepted,Similar for the state flora and the APC,native,native,native
Acacia ancistrocarpa Maiden & Blakely,Acacia ancistrocarpa,native,Acacia ancistrocarpa Maiden & Blakely,Acacia ancistrocarpa,native,Maiden & Blakely,accepted,Similar for the state flora and the APC,native,native,native
Acacia ancistrocarpa x citrinoviridis NA,Acacia ancistrocarpa x citrinoviridis,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Acacia ancistrophylla C.R.P.Andrews,Acacia ancistrophylla,native,Acacia ancistrophylla C.R.P.Andrews,Acacia ancistrophylla,native,C.R.P.Andrews,accepted,Similar for the state flora and the APC,native,native,native
Acacia ancistrophylla var. ancistrophylla C.R.P.Andrews,Acacia ancistrophylla var. ancistrophylla,native,Acacia ancistrophylla C.R.P.Andrews var. ancistrophylla,Acacia ancistrophylla var. ancistrophylla,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Acacia ancistrophylla var. lissophylla (J.M.Black) R.S.Cowan & Maslin,Acacia ancistrophylla var. lissophylla,native,Acacia ancistrophylla var. lissophylla (J.M.Black) R.S.Cowan & Maslin,Acacia ancistrophylla var. lissophylla,native,(J.M.Black) R.S.Cowan & Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia ancistrophylla var. perarcuata R.S.Cowan & Maslin,Acacia ancistrophylla var. perarcuata,native,Acacia ancistrophylla var. perarcuata R.S.Cowan & Maslin,Acacia ancistrophylla var. perarcuata,native,R.S.Cowan & Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia andrewsii W.Fitzg.,Acacia andrewsii,native,Acacia andrewsii W.Fitzg.,Acacia andrewsii,native,W.Fitzg.,accepted,Similar for the state flora and the APC,native,native,native
Acacia aneura Benth.,Acacia aneura,native,Acacia aneura F.Muell. ex Benth.,Acacia aneura,native,F.Muell. ex Benth.,accepted,Similar for the state flora and the APC,native,native,native
Acacia anfractuosa Maslin,Acacia anfractuosa,native,Acacia anfractuosa Maslin,Acacia anfractuosa,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia anomala Court,Acacia anomala,native,Acacia anomala C.A.Gardner ex Court,Acacia anomala,native,C.A.Gardner ex Court,accepted,Similar for the state flora and the APC,native,native,native
"Acacia anserina Maslin, M.D.Barrett & R.L.Barrett",Acacia anserina,native,"Acacia anserina Maslin, M.D.Barrett & R.L.Barrett",Acacia anserina,native,"Maslin, M.D.Barrett & R.L.Barrett",accepted,Similar for the state flora and the APC,native,native,native
Acacia anthochaera Maslin,Acacia anthochaera,native,Acacia anthochaera Maslin,Acacia anthochaera,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia aphanoclada Maslin,Acacia aphanoclada,native,Acacia aphanoclada Maslin,Acacia aphanoclada,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia aphanoclada x pyrifolia var. pyrifolia NA,Acacia aphanoclada x pyrifolia var. pyrifolia,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Acacia aphylla Maslin,Acacia aphylla,native,Acacia aphylla Maslin,Acacia aphylla,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia applanata Maslin,Acacia applanata,native,Acacia applanata Maslin,Acacia applanata,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia aprica Maslin & A.R.Chapm.,Acacia aprica,native,Acacia aprica Maslin & A.R.Chapm.,Acacia aprica,native,Maslin & A.R.Chapm.,accepted,Similar for the state flora and the APC,native,native,native
Acacia aptaneura Maslin & J.E.Reid,Acacia aptaneura,native,Acacia aptaneura Maslin & J.E.Reid,Acacia aptaneura,native,Maslin & J.E.Reid,accepted,Similar for the state flora and the APC,native,native,native
Acacia arcuatilis R.S.Cowan & Maslin,Acacia arcuatilis,native,Acacia arcuatilis R.S.Cowan & Maslin,Acacia arcuatilis,native,R.S.Cowan & Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia areolata M.W.McDonald,Acacia areolata,native,Acacia areolata M.W.McDonald,Acacia areolata,native,M.W.McDonald,accepted,Similar for the state flora and the APC,native,native,native
Acacia argutifolia Maslin,Acacia argutifolia,native,Acacia argutifolia Maslin,Acacia argutifolia,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia argyraea Tindale,Acacia argyraea,native,Acacia argyraea Tindale,Acacia argyraea,native,Tindale,accepted,Similar for the state flora and the APC,native,native,native
Acacia arida Benth.,Acacia arida,native,Acacia arida Benth.,Acacia arida,native,Benth.,accepted,Similar for the state flora and the APC,native,native,native
Acacia aristulata Maslin,Acacia aristulata,native,Acacia aristulata Maslin,Acacia aristulata,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia arrecta Maslin,Acacia arrecta,native,Acacia arrecta Maslin,Acacia arrecta,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia ascendens Maslin,Acacia ascendens,native,Acacia ascendens Maslin,Acacia ascendens,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia asepala Maslin,Acacia asepala,native,Acacia asepala Maslin,Acacia asepala,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia ashbyae Maslin,Acacia ashbyae,native,Acacia ashbyae Maslin,Acacia ashbyae,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia asperulacea F.Muell.,Acacia asperulacea,native,Acacia asperulacea F.Muell.,Acacia asperulacea,native,F.Muell.,accepted,Similar for the state flora and the APC,native,native,native
Acacia assimilis S.Moore,Acacia assimilis,native,Acacia assimilis S.Moore,Acacia assimilis,native,S.Moore,accepted,Similar for the state flora and the APC,native,native,native
Acacia assimilis subsp. assimilis S.Moore,Acacia assimilis subsp. assimilis,native,Acacia assimilis S.Moore subsp. assimilis,Acacia assimilis subsp. assimilis,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Acacia assimilis subsp. atroviridis R.S.Cowan & Maslin,Acacia assimilis subsp. atroviridis,native,Acacia assimilis subsp. atroviridis R.S.Cowan & Maslin,Acacia assimilis subsp. atroviridis,native,R.S.Cowan & Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia ataxiphylla Benth.,Acacia ataxiphylla,native,Acacia ataxiphylla Benth.,Acacia ataxiphylla,native,Benth.,accepted,Similar for the state flora and the APC,native,native,native
Acacia ataxiphylla subsp. ataxiphylla Benth.,Acacia ataxiphylla subsp. ataxiphylla,native,Acacia ataxiphylla Benth. subsp. ataxiphylla,Acacia ataxiphylla subsp. ataxiphylla,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Acacia ataxiphylla subsp. magna Maslin,Acacia ataxiphylla subsp. magna,native,Acacia ataxiphylla subsp. magna Maslin,Acacia ataxiphylla subsp. magna,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia atkinsiana Maslin,Acacia atkinsiana,native,Acacia atkinsiana Maslin,Acacia atkinsiana,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia atopa Pedley,Acacia atopa,native,Acacia atopa Pedley,Acacia atopa,native,Pedley,accepted,Similar for the state flora and the APC,native,native,native
Acacia aulacophylla R.S.Cowan & Maslin,Acacia aulacophylla,native,Acacia aulacophylla R.S.Cowan & Maslin,Acacia aulacophylla,native,R.S.Cowan & Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia auratiflora R.S.Cowan & Maslin,Acacia auratiflora,native,Acacia auratiflora R.S.Cowan & Maslin,Acacia auratiflora,native,R.S.Cowan & Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia auricoma Maslin,Acacia auricoma,native,Acacia auricoma Maslin,Acacia auricoma,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia auriculiformis Benth.,Acacia auriculiformis,naturalised,Acacia auriculiformis A.Cunn. ex Benth.,Acacia auriculiformis,naturalised,A.Cunn. ex Benth.,accepted,Similar for the state flora and the APC,naturalised,introduced,established
Acacia auripila R.S.Cowan & Maslin,Acacia auripila,native,Acacia auripila R.S.Cowan & Maslin,Acacia auripila,native,R.S.Cowan & Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia auronitens Lindl.,Acacia auronitens,native,Acacia auronitens Lindl.,Acacia auronitens,native,Lindl.,accepted,Similar for the state flora and the APC,native,native,native
Acacia awestoniana R.S.Cowan & Maslin,Acacia awestoniana,native,Acacia awestoniana R.S.Cowan & Maslin,Acacia awestoniana,native,R.S.Cowan & Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia ayersiana Maconochie,Acacia ayersiana,native,Acacia ayersiana Maconochie,Acacia ayersiana,native,Maconochie,accepted,Similar for the state flora and the APC,native,native,native
Acacia baileyana F.Muell.,Acacia baileyana,naturalised,Acacia baileyana F.Muell.,Acacia baileyana,naturalised,F.Muell.,accepted,Similar for the state flora and the APC,naturalised,introduced,established
Acacia balsamea R.S.Cowan & Maslin,Acacia balsamea,native,Acacia balsamea R.S.Cowan & Maslin,Acacia balsamea,native,R.S.Cowan & Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia barbinervis Benth.,Acacia barbinervis,native,Acacia barbinervis Benth.,Acacia barbinervis,native,Benth.,accepted,Similar for the state flora and the APC,native,native,native
Acacia barbinervis subsp. barbinervis Benth.,Acacia barbinervis subsp. barbinervis,native,Acacia barbinervis Benth. subsp. barbinervis,Acacia barbinervis subsp. barbinervis,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Acacia barbinervis subsp. borealis Maslin,Acacia barbinervis subsp. borealis,native,Acacia barbinervis subsp. borealis Maslin,Acacia barbinervis subsp. borealis,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia barrettiorum Lewington & Maslin,Acacia barrettiorum,native,Acacia barrettiorum Lewington & Maslin,Acacia barrettiorum,native,Lewington & Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia bartlei Maslin & J.E.Reid,Acacia bartlei,native,Acacia bartlei Maslin & J.E.Reid,Acacia bartlei,native,Maslin & J.E.Reid,accepted,Similar for the state flora and the APC,native,native,native
Acacia basedowii Maiden,Acacia basedowii,native,Acacia basedowii Maiden,Acacia basedowii,native,Maiden,accepted,Similar for the state flora and the APC,native,native,native
Acacia baxteri Benth.,Acacia baxteri,native,Acacia baxteri Benth.,Acacia baxteri,native,Benth.,accepted,Similar for the state flora and the APC,native,native,native
Acacia beauverdiana Ewart & Sharman,Acacia beauverdiana,native,Acacia beauverdiana Ewart & Sharman,Acacia beauverdiana,native,Ewart & Sharman,accepted,Similar for the state flora and the APC,native,native,native
Acacia benthamii Meisn.,Acacia benthamii,native,Acacia benthamii Meisn.,Acacia benthamii,native,Meisn.,accepted,Similar for the state flora and the APC,native,native,native
Acacia besleyi Maslin,Acacia besleyi,native,Acacia besleyi Maslin,Acacia besleyi,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia bidentata Benth.,Acacia bidentata,native,Acacia bidentata Benth.,Acacia bidentata,native,Benth.,accepted,Similar for the state flora and the APC,native,native,native
Acacia bifaria Maslin,Acacia bifaria,native,Acacia bifaria Maslin,Acacia bifaria,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
Acacia biflora R.Br.,Acacia biflora,native,Acacia biflora R.Br.,Acacia biflora,native,R.Br.,accepted,Similar for the state flora and the APC,native,native,native
Acacia binata Maslin,Acacia binata,native,Acacia binata Maslin,Acacia binata,native,Maslin,accepted,Similar for the state flora and the APC,native,native,native
