State_name,State_canonical_name,State_Alien_Status,APC_name,APC_canonical_name,APC_Alien_Status,APC_Authorship,taxa_status,Status_comparison,Unified_status,establishment_means,degree_of_establishment
Abrotanella forsteroides (Hook.f.) Benth.,Abrotanella forsteroides,native,Abrotanella forsteroides (Hook.f.) Benth.,Abrotanella forsteroides,native,(Hook.f.) Benth.,accepted,Similar for the state flora and the APC,native,native,native
Abrotanella scapigera (F.Muell.) Benth.,Abrotanella scapigera,native,Abrotanella scapigera (F.Muell.) Benth.,Abrotanella scapigera,native,(F.Muell.) Benth.,accepted,Similar for the state flora and the APC,native,native,native
Acacia acinacea Lindl.,Acacia acinacea,doubtfully introduced,Acacia acinacea Lindl.,Acacia acinacea,NA,Lindl.,accepted,Not recorded on the APC as present in this state,doubtfully introduced,introduced,not enough information to assign degree of establishment
Acacia axillaris Benth.,Acacia axillaris,native,Acacia axillaris Benth.,Acacia axillaris,native,Benth.,accepted,Similar for the state flora and the APC,native,native,native
Acacia baileyana F.Muell.,Acacia baileyana,introduced,Acacia baileyana F.Muell.,Acacia baileyana,NA,F.Muell.,accepted,Not recorded on the APC as present in this state,introduced,introduced,not enough information to assign degree of establishment
Acacia dealbata Link subsp. dealbata,Acacia dealbata subsp. dealbata,native,Acacia dealbata Link subsp. dealbata,Acacia dealbata subsp. dealbata,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Acacia decurrens Willd.,Acacia decurrens,introduced,Acacia decurrens Willd.,Acacia decurrens,naturalised,Willd.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Acacia derwentiana A.M.Gray,Acacia derwentiana,native,Acacia derwentiana A.M.Gray,Acacia derwentiana,native,A.M.Gray,accepted,Similar for the state flora and the APC,native,native,native
Acacia floribunda (Vent.) Willd.,Acacia floribunda,introduced,Acacia floribunda (Vent.) Willd.,Acacia floribunda,naturalised,(Vent.) Willd.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Acacia genistifolia Link,Acacia genistifolia,native,Acacia genistifolia Link,Acacia genistifolia,native,Link,accepted,Similar for the state flora and the APC,native,native,native
Acacia gunnii Benth.,Acacia gunnii,native,Acacia gunnii Benth.,Acacia gunnii,native,Benth.,accepted,Similar for the state flora and the APC,native,native,native
Acacia howittii F.Muell.,Acacia howittii,introduced,Acacia howittii F.Muell.,Acacia howittii,NA,F.Muell.,accepted,Not recorded on the APC as present in this state,introduced,introduced,not enough information to assign degree of establishment
Acacia leprosa Sieber ex DC. var. graveolens Maslin & D.J.Murphy,Acacia leprosa var. graveolens,native,Acacia leprosa var. graveolens Maslin & D.J.Murphy,Acacia leprosa var. graveolens,native,Maslin & D.J.Murphy,accepted,Similar for the state flora and the APC,native,native,native
Acacia longifolia (Andrews) Willd. f. mucronata (Willd. ex H.L.Wendl.) Benth.,Acacia longifolia f. mucronata,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Acacia longifolia (Andrews) Willd. subsp. longifolia,Acacia longifolia subsp. longifolia,native,Acacia longifolia (Andrews) Willd. subsp. longifolia,Acacia longifolia subsp. longifolia,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Acacia longifolia (Andrews) Willd. subsp. sophorae (Labill.) Court,Acacia longifolia subsp. sophorae,native,Acacia longifolia subsp. sophorae (Labill.) Court,Acacia longifolia subsp. sophorae,native,(Labill.) Court,accepted,Similar for the state flora and the APC,native,native,native
Acacia mearnsii de Wild.,Acacia mearnsii,native,Acacia mearnsii De Wild.,Acacia mearnsii,native,De Wild.,accepted,Similar for the state flora and the APC,native,native,native
Acacia mearnsii De Wild.,Acacia mearnsii,native,Acacia mearnsii De Wild.,Acacia mearnsii,native,De Wild.,accepted,Similar for the state flora and the APC,native,native,native
Acacia melanoxylon R.Br.,Acacia melanoxylon,native,Acacia melanoxylon R.Br.,Acacia melanoxylon,native,R.Br.,accepted,Similar for the state flora and the APC,native,native,native
Acacia mucronata Willd. ex H.L.Wendl. subsp. dependens (Hook.f.) Court,Acacia mucronata subsp. dependens,native,Acacia mucronata subsp. dependens (Hook.f.) Court,Acacia mucronata subsp. dependens,native,(Hook.f.) Court,accepted,Similar for the state flora and the APC,native,native,native
Acacia mucronata Willd. ex H.L.Wendl. subsp. longifolia (Benth.) Court,Acacia mucronata subsp. longifolia,native,Acacia mucronata subsp. longifolia (Benth.) Court,Acacia mucronata subsp. longifolia,native,(Benth.) Court,accepted,Similar for the state flora and the APC,native,native,native
Acacia mucronata Willd. ex H.L.Wendl. subsp. mucronata,Acacia mucronata subsp. mucronata,native,Acacia mucronata Willd. ex H.L.Wendl. subsp. mucronata,Acacia mucronata subsp. mucronata,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Acacia myrtifolia (Sm.) Willd.,Acacia myrtifolia,native,Acacia myrtifolia (Sm.) Willd.,Acacia myrtifolia,native,(Sm.) Willd.,accepted,Similar for the state flora and the APC,native,native,native
Acacia oxycedrus Sieber ex DC.,Acacia oxycedrus,native,Acacia oxycedrus Sieber ex DC.,Acacia oxycedrus,NA,Sieber ex DC.,accepted,Not recorded on the APC as present in this state,native,native,native
Acacia paradoxa DC.,Acacia paradoxa,native,Acacia paradoxa DC.,Acacia paradoxa,naturalised,DC.,accepted,"According to the state flora is native, while according to the APC is naturalised",naturalised,introduced,established
Acacia pataczekii D.I.Morris,Acacia pataczekii,native,Acacia pataczekii D.I.Morris,Acacia pataczekii,native,D.I.Morris,accepted,Similar for the state flora and the APC,native,native,native
Acacia penninervis Sieber ex DC.,Acacia penninervis,native,Acacia penninervis Sieber ex DC.,Acacia penninervis,NA,Sieber ex DC.,accepted,Not recorded on the APC as present in this state,native,native,native
Acacia pravissima F.Muell. ex Benth.,Acacia pravissima,introduced,Acacia pravissima F.Muell. ex Benth.,Acacia pravissima,NA,F.Muell. ex Benth.,accepted,Not recorded on the APC as present in this state,introduced,introduced,not enough information to assign degree of establishment
Acacia provincialis A.Camus,Acacia provincialis,introduced,Acacia provincialis A.Camus,Acacia provincialis,naturalised,A.Camus,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Acacia pycnantha Benth.,Acacia pycnantha,introduced,Acacia pycnantha Benth.,Acacia pycnantha,naturalised,Benth.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Acacia retinodes Schltdl.,Acacia retinodes,introduced,Acacia retinodes Schltdl.,Acacia retinodes,NA,Schltdl.,accepted,Not recorded on the APC as present in this state,introduced,introduced,not enough information to assign degree of establishment
Acacia riceana Hensl.,Acacia riceana,native,Acacia riceana Hensl.,Acacia riceana,native,Hensl.,accepted,Similar for the state flora and the APC,native,native,native
Acacia siculiformis A.Cunn. ex Benth.,Acacia siculiformis,native,Acacia siculiformis A.Cunn. ex Benth.,Acacia siculiformis,native,A.Cunn. ex Benth.,accepted,Similar for the state flora and the APC,native,native,native
Acacia sp. Sugarloaf (A.Moscal 8301) Tas Herbarium,Acacia sp.,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Acacia stricta (Andrews) Willd.,Acacia stricta,native,Acacia stricta (Andrews) Willd.,Acacia stricta,native,(Andrews) Willd.,accepted,Similar for the state flora and the APC,native,native,native
Acacia suaveolens (Sm.) Willd.,Acacia suaveolens,native,Acacia suaveolens (Sm.) Willd.,Acacia suaveolens,native,(Sm.) Willd.,accepted,Similar for the state flora and the APC,native,native,native
Acacia terminalis (Salisb.) J.F.Macbr.,Acacia terminalis,native,Acacia terminalis (Salisb.) J.F.Macbr.,Acacia terminalis,native,(Salisb.) J.F.Macbr.,accepted,Similar for the state flora and the APC,native,native,native
Acacia ulicifolia (Salisb.) Court,Acacia ulicifolia,native,Acacia ulicifolia (Salisb.) Court,Acacia ulicifolia,native,(Salisb.) Court,accepted,Similar for the state flora and the APC,native,native,native
Acacia uncifolia (J.M.Black) O'Leary,Acacia uncifolia,native,Acacia uncifolia (J.M.Black) O'Leary,Acacia uncifolia,native colonising,(J.M.Black) O'Leary,accepted,"According to the state flora is native, while according to the APC is native colonising",native colonising,native,native
Acacia verticillata (L'Hér.) Willd. subsp. ovoidea (Benth.) Court,Acacia verticillata subsp. ovoidea,native,Acacia verticillata subsp. ovoidea (Benth.) Court,Acacia verticillata subsp. ovoidea,native,(Benth.) Court,accepted,Similar for the state flora and the APC,native,native,native
Acacia verticillata (L'Hér.) Willd. subsp. ruscifolia (A.Cunn. ex G.Don) Court,Acacia verticillata subsp. ruscifolia,native,Acacia verticillata subsp. ruscifolia (A.Cunn. ex G.Don) Court,Acacia verticillata subsp. ruscifolia,native,(A.Cunn. ex G.Don) Court,accepted,Similar for the state flora and the APC,native,native,native
Acacia verticillata (L'Hér.) Willd. subsp. verticillata,Acacia verticillata subsp. verticillata,native,Acacia verticillata (L'Hér.) Willd. subsp. verticillata,Acacia verticillata subsp. verticillata,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Acaena * ovina A.Cunn.,Acaena *,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Acaena echinata Nees,Acaena echinata,native,Acaena echinata Nees,Acaena echinata,native,Nees,accepted,Similar for the state flora and the APC,native,native,native
Acaena montana Hook.f.,Acaena montana,native,Acaena montana Hook.f.,Acaena montana,native,Hook.f.,accepted,Similar for the state flora and the APC,native,native,native
Acaena novae-zelandiae Kirk,Acaena novae-zelandiae,native,Acaena novae-zelandiae Kirk,Acaena novae-zelandiae,native,Kirk,accepted,Similar for the state flora and the APC,native,native,native
Acaena pallida (Kirk) Allan,Acaena pallida,native,Acaena pallida (Kirk) Allan,Acaena pallida,native,(Kirk) Allan,accepted,Similar for the state flora and the APC,native,native,native
Acaena x anserovina Orchard,Acaena x x anserovina,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Acaena x ovina A.Cunn.,Acaena x x ovina,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Acanthus mollis L.,Acanthus mollis,introduced,Acanthus mollis L.,Acanthus mollis,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Acer pseudoplatanus L.,Acer pseudoplatanus,introduced,Acer pseudoplatanus L.,Acer pseudoplatanus,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Acetosa sagittata (Thunb.) L.A.S.Johnson & B.G.Briggs,Acetosa sagittata,introduced,Rumex sagittatus Thunb.,Rumex sagittatus,naturalised,Thunb.,nomenclatural synonym,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Acetosella vulgaris Fourr.,Acetosella vulgaris,introduced,Rumex acetosella L.,Rumex acetosella,naturalised,L.,nomenclatural synonym,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Achillea distans Waldst. & Kit. ex Willd.,Achillea distans,introduced,Achillea distans Waldst. & Kit. ex Willd.,Achillea distans,naturalised,Waldst. & Kit. ex Willd.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Achillea millefolium L.,Achillea millefolium,introduced,Achillea millefolium L.,Achillea millefolium,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Acianthus caudatus R.Br.,Acianthus caudatus,native,Acianthus caudatus R.Br.,Acianthus caudatus,native,R.Br.,accepted,Similar for the state flora and the APC,native,native,native
Acianthus pusillus D.L.Jones,Acianthus pusillus,native,Acianthus pusillus D.L.Jones,Acianthus pusillus,native,D.L.Jones,accepted,Similar for the state flora and the APC,native,native,native
Acradenia frankliniae Kippist,Acradenia frankliniae,native,Acradenia frankliniae Kippist,Acradenia frankliniae,native,Kippist,accepted,Similar for the state flora and the APC,native,native,native
Acrothamnus hookeri (Sond.) Quinn,Acrothamnus hookeri,native,Acrothamnus hookeri (Sond.) Quinn,Acrothamnus hookeri,native,(Sond.) Quinn,accepted,Similar for the state flora and the APC,native,native,native
Acrothamnus montanus (R.Br.) Quinn,Acrothamnus montanus,native,Acrothamnus montanus (R.Br.) Quinn,Acrothamnus montanus,native,(R.Br.) Quinn,accepted,Similar for the state flora and the APC,native,native,native
Acrotriche affinis DC.,Acrotriche affinis,native,Acrotriche affinis DC.,Acrotriche affinis,native,DC.,accepted,Similar for the state flora and the APC,native,native,native
Acrotriche cordata (Labill.) R.Br.,Acrotriche cordata,native,Acrotriche cordata (Labill.) R.Br.,Acrotriche cordata,native,(Labill.) R.Br.,accepted,Similar for the state flora and the APC,native,native,native
Acrotriche serrulata (Labill.) R.Br.,Acrotriche serrulata,native,Acrotriche serrulata R.Br.,Acrotriche serrulata,native,R.Br.,accepted,Similar for the state flora and the APC,native,native,native
Actinotus bellidioides (Hook.f.) Benth.,Actinotus bellidioides,native,Actinotus bellidioides (Hook.f.) Benth.,Actinotus bellidioides,native,(Hook.f.) Benth.,accepted,Similar for the state flora and the APC,native,native,native
Actinotus moorei F.Muell. ex Rodway,Actinotus moorei,native,Actinotus moorei F.Muell. ex Rodway,Actinotus moorei,native,F.Muell. ex Rodway,accepted,Similar for the state flora and the APC,native,native,native
Actinotus suffocatus (Hook.f.) Rodway,Actinotus suffocatus,native,Actinotus suffocatus (Hook.f.) Rodway,Actinotus suffocatus,native,(Hook.f.) Rodway,accepted,Similar for the state flora and the APC,native,native,native
Actites megalocarpus (Hook.f.) Lander,Actites megalocarpus,native,Actites megalocarpus (Hook.f.) Lander,Actites megalocarpus,native,(Hook.f.) Lander,accepted,Similar for the state flora and the APC,native,native,native
Adiantum aethiopicum L.,Adiantum aethiopicum,native,Adiantum aethiopicum L.,Adiantum aethiopicum,native,L.,accepted,Similar for the state flora and the APC,native,native,native
Adonis microcarpa DC.,Adonis microcarpa,introduced,Adonis microcarpa DC.,Adonis microcarpa,doubtfully naturalised,DC.,accepted,"According to the state flora is introduced, while according to the APC is doubtfully naturalised",doubtfully naturalised,introduced,established
Adriana quadripartita (Labill.) Müll.Arg.,Adriana quadripartita,native,Adriana quadripartita (Labill.) Müll.Arg.,Adriana quadripartita,NA,(Labill.) Müll.Arg.,accepted,Not recorded on the APC as present in this state,native,native,native
Aegopodium podagraria L.,Aegopodium podagraria,introduced,Aegopodium podagraria L.,Aegopodium podagraria,doubtfully naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is doubtfully naturalised",doubtfully naturalised,introduced,established
Aeonium arboreum (L.) Webb & Berthel.,Aeonium arboreum,introduced,Aeonium arboreum (L.) Webb & Berthel.,Aeonium arboreum,naturalised,(L.) Webb & Berthel.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Aeonium haworthii Webb & Berthel.,Aeonium haworthii,introduced,Aeonium haworthii Salm-Dyck ex Webb & Berthel.,Aeonium haworthii,NA,Salm-Dyck ex Webb & Berthel.,accepted,Not recorded on the APC as present in this state,introduced,introduced,not enough information to assign degree of establishment
Agapanthus praecox Willd. subsp. orientalis (F.M.Leight.) F.M.Leight.,Agapanthus praecox subsp. orientalis,introduced,Agapanthus praecox subsp. orientalis (F.M.Leight.) F.M.Leight.,Agapanthus praecox subsp. orientalis,naturalised,(F.M.Leight.) F.M.Leight.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Agastachys odorata R.Br.,Agastachys odorata,native,Agastachys odorata R.Br.,Agastachys odorata,native,R.Br.,accepted,Similar for the state flora and the APC,native,native,native
Agave americana L.,Agave americana,introduced,Agave americana L.,Agave americana,NA,L.,accepted,Not recorded on the APC as present in this state,introduced,introduced,not enough information to assign degree of establishment
Agrostemma githago L.,Agrostemma githago,introduced,Agrostemma githago L.,Agrostemma githago,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Agrostis aequata Nees,Agrostis aequata,native,Lachnagrostis rudis (Roem. & Schult.) Trin.,Lachnagrostis rudis,native,(Roem. & Schult.) Trin.,taxonomic synonym,Similar for the state flora and the APC,native,native,native
Agrostis australiensis Mez,Agrostis australiensis,native,Agrostis australiensis Mez,Agrostis australiensis,native,Mez,accepted,Similar for the state flora and the APC,native,native,native
Agrostis bettyae S.W.L.Jacobs,Agrostis bettyae,native,Agrostis bettyae S.W.L.Jacobs,Agrostis bettyae,native,S.W.L.Jacobs,accepted,Similar for the state flora and the APC,native,native,native
Agrostis capillaris L.,Agrostis capillaris,introduced,Agrostis capillaris L.,Agrostis capillaris,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Agrostis diemenica D.I.Morris,Agrostis diemenica,native,Agrostis diemenica D.I.Morris,Agrostis diemenica,native,D.I.Morris,accepted,Similar for the state flora and the APC,native,native,native
Agrostis gigantea Roth,Agrostis gigantea,introduced,Agrostis gigantea Roth,Agrostis gigantea,naturalised,Roth,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Agrostis joyceae S.W.L.Jacobs,Agrostis joyceae,native,Agrostis joyceae S.W.L.Jacobs,Agrostis joyceae,native,S.W.L.Jacobs,accepted,Similar for the state flora and the APC,native,native,native
Agrostis muelleriana Vickery,Agrostis muelleriana,native,Agrostis muelleriana Vickery,Agrostis muelleriana,native,Vickery,accepted,Similar for the state flora and the APC,native,native,native
Agrostis parviflora R.Br.,Agrostis parviflora,native,Agrostis parviflora R.Br.,Agrostis parviflora,native,R.Br.,accepted,Similar for the state flora and the APC,native,native,native
Agrostis propinqua S.W.L.Jacobs,Agrostis propinqua,native,Agrostis propinqua S.W.L.Jacobs,Agrostis propinqua,native,S.W.L.Jacobs,accepted,Similar for the state flora and the APC,native,native,native
Agrostis quadrifida Labill.,Agrostis quadrifida,native,Pentapogon quadrifidus (Labill.) Baill.,Pentapogon quadrifidus,native,(Labill.) Baill.,nomenclatural synonym,Similar for the state flora and the APC,native,native,native
Agrostis stolonifera L.,Agrostis stolonifera,introduced,Agrostis stolonifera L.,Agrostis stolonifera,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Agrostis thompsoniae S.W.L.Jacobs,Agrostis thompsoniae,native,Agrostis thompsoniae S.W.L.Jacobs,Agrostis thompsoniae,native,S.W.L.Jacobs,accepted,Similar for the state flora and the APC,native,native,native
Agrostis venusta Trin.,Agrostis venusta,native,Agrostis venusta Trin.,Agrostis venusta,native,Trin.,accepted,Similar for the state flora and the APC,native,native,native
Agrostis viridis Gouan,Agrostis viridis,native,Polypogon viridis (Gouan) Breistr.,Polypogon viridis,naturalised,(Gouan) Breistr.,nomenclatural synonym,"According to the state flora is native, while according to the APC is naturalised",naturalised,introduced,established
Aira caryophyllea L. subsp. caryophyllea,Aira caryophyllea subsp. caryophyllea,introduced,Aira caryophyllea L. subsp. caryophyllea,Aira caryophyllea subsp. caryophyllea,NA,NA,accepted,Not recorded on the APC as present in this state,introduced,introduced,not enough information to assign degree of establishment
Aira cupaniana Guss.,Aira cupaniana,introduced,Aira cupaniana Guss.,Aira cupaniana,NA,Guss.,accepted,Not recorded on the APC as present in this state,introduced,introduced,not enough information to assign degree of establishment
Aira elegantissima Schur,Aira elegantissima,native,Aira elegantissima Schur,Aira elegantissima,naturalised,Schur,accepted,"According to the state flora is native, while according to the APC is naturalised",naturalised,introduced,established
Aira praecox L.,Aira praecox,introduced,Aira praecox L.,Aira praecox,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Ajuga australis R.Br.,Ajuga australis,native,Ajuga australis R.Br.,Ajuga australis,native,R.Br.,accepted,Similar for the state flora and the APC,native,native,native
Ajuga reptans L.,Ajuga reptans,introduced,Ajuga reptans L.,Ajuga reptans,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Albizia lophantha (Willd.) Benth.,Albizia lophantha,native,Paraserianthes lophantha (Willd.) I.C.Nielsen subsp. lophantha,Paraserianthes lophantha subsp. lophantha,naturalised,NA,nomenclatural synonym,"According to the state flora is native, while according to the APC is naturalised",naturalised,introduced,established
Alisma lanceolatum With.,Alisma lanceolatum,introduced,Alisma lanceolatum With.,Alisma lanceolatum,naturalised,With.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Alisma plantago-aquatica L.,Alisma plantago-aquatica,introduced,Alisma plantago-aquatica L.,Alisma plantago-aquatica,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Allittia cardiocarpa (F.Muell. ex Benth.) P.S.Short,Allittia cardiocarpa,native,Allittia cardiocarpa (F.Muell. ex Benth.) P.S.Short,Allittia cardiocarpa,native,(F.Muell. ex Benth.) P.S.Short,accepted,Similar for the state flora and the APC,native,native,native
Allium ampeloprasum L.,Allium ampeloprasum,introduced,Allium ampeloprasum L.,Allium ampeloprasum,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Allium neapolitanum Cirillo,Allium neapolitanum,introduced,Allium neapolitanum Cirillo,Allium neapolitanum,naturalised,Cirillo,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Allium triquetrum L.,Allium triquetrum,introduced,Allium triquetrum L.,Allium triquetrum,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Allium vineale L.,Allium vineale,introduced,Allium vineale L.,Allium vineale,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Allocasuarina crassa L.A.S.Johnson,Allocasuarina crassa,native,Allocasuarina crassa L.A.S.Johnson,Allocasuarina crassa,native,L.A.S.Johnson,accepted,Similar for the state flora and the APC,native,native,native
Allocasuarina duncanii L.A.S.Johnson & D.I.Morris,Allocasuarina duncanii,native,Allocasuarina duncanii L.A.S.Johnson & D.I.Morris,Allocasuarina duncanii,native,L.A.S.Johnson & D.I.Morris,accepted,Similar for the state flora and the APC,native,native,native
Allocasuarina littoralis (Salisb.) L.A.S.Johnson,Allocasuarina littoralis,native,Allocasuarina littoralis (Salisb.) L.A.S.Johnson,Allocasuarina littoralis,native,(Salisb.) L.A.S.Johnson,accepted,Similar for the state flora and the APC,native,native,native
Allocasuarina monilifera (L.A.S.Johnson) L.A.S.Johnson,Allocasuarina monilifera,native,Allocasuarina monilifera (L.A.S.Johnson) L.A.S.Johnson,Allocasuarina monilifera,native,(L.A.S.Johnson) L.A.S.Johnson,accepted,Similar for the state flora and the APC,native,native,native
Allocasuarina paludosa (Sieber ex Spreng.) L.A.S.Johnson,Allocasuarina paludosa,native,Allocasuarina paludosa (Sieber ex Spreng.) L.A.S.Johnson,Allocasuarina paludosa,native,(Sieber ex Spreng.) L.A.S.Johnson,accepted,Similar for the state flora and the APC,native,native,native
Allocasuarina verticillata (Lam.) L.A.S.Johnson,Allocasuarina verticillata,native,Allocasuarina verticillata (Lam.) L.A.S.Johnson,Allocasuarina verticillata,native,(Lam.) L.A.S.Johnson,accepted,Similar for the state flora and the APC,native,native,native
Allocasuarina zephyrea L.A.S.Johnson,Allocasuarina zephyrea,native,Allocasuarina zephyrea L.A.S.Johnson,Allocasuarina zephyrea,native,L.A.S.Johnson,accepted,Similar for the state flora and the APC,native,native,native
Almaleea subumbellata (Hook.) Crisp & P.H.Weston,Almaleea subumbellata,native,Almaleea subumbellata (Hook.) Crisp & P.H.Weston,Almaleea subumbellata,native,(Hook.) Crisp & P.H.Weston,accepted,Similar for the state flora and the APC,native,native,native
Alnus cordata (Loisel.) Duby,Alnus cordata,introduced,Alnus cordata (Loisel.) Duby,Alnus cordata,naturalised,(Loisel.) Duby,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Alnus glutinosa (L.) Gaertn.,Alnus glutinosa,introduced,Alnus glutinosa (L.) Gaertn.,Alnus glutinosa,NA,(L.) Gaertn.,accepted,Not recorded on the APC as present in this state,introduced,introduced,not enough information to assign degree of establishment
Aloe maculata All.,Aloe maculata,introduced,Aloe maculata All.,Aloe maculata,naturalised,All.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Alopecurus geniculatus L.,Alopecurus geniculatus,introduced,Alopecurus geniculatus L.,Alopecurus geniculatus,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Alopecurus myosuroides Huds.,Alopecurus myosuroides,native,Alopecurus myosuroides Huds.,Alopecurus myosuroides,naturalised,Huds.,accepted,"According to the state flora is native, while according to the APC is naturalised",naturalised,introduced,established
Alopecurus pratensis L. subsp. pratensis,Alopecurus pratensis subsp. pratensis,introduced,Alopecurus pratensis L. subsp. pratensis,Alopecurus pratensis subsp. pratensis,NA,NA,accepted,Not recorded on the APC as present in this state,introduced,introduced,not enough information to assign degree of establishment
Alsophila australis R.Br.,Alsophila australis,native,Cyathea australis (R.Br.) Domin,Cyathea australis,native,(R.Br.) Domin,nomenclatural synonym,Similar for the state flora and the APC,native,native,native
Alstroemeria aurea Graham,Alstroemeria aurea,introduced,Alstroemeria aurea Graham,Alstroemeria aurea,NA,Graham,accepted,Not recorded on the APC as present in this state,introduced,introduced,not enough information to assign degree of establishment
Alternanthera denticulata R.Br.,Alternanthera denticulata,native,Alternanthera denticulata R.Br.,Alternanthera denticulata,native,R.Br.,accepted,Similar for the state flora and the APC,native,native,native
Alyxia buxifolia R.Br.,Alyxia buxifolia,native,Alyxia buxifolia R.Br.,Alyxia buxifolia,native,R.Br.,accepted,Similar for the state flora and the APC,native,native,native
Amaranthus albus L.,Amaranthus albus,introduced,Amaranthus albus L.,Amaranthus albus,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Amaranthus deflexus L.,Amaranthus deflexus,introduced,Amaranthus deflexus L.,Amaranthus deflexus,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Amaranthus graecizans L. subsp. silvestris (Vill.) Brenan,Amaranthus graecizans subsp. silvestris,introduced,Amaranthus graecizans subsp. silvestris (Vill.) Brenan,Amaranthus graecizans subsp. silvestris,naturalised,(Vill.) Brenan,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Amaranthus powellii S.Watson,Amaranthus powellii,native,Amaranthus powellii S.Watson,Amaranthus powellii,naturalised,S.Watson,accepted,"According to the state flora is native, while according to the APC is naturalised",naturalised,introduced,established
Amaranthus spinosus L.,Amaranthus spinosus,introduced,Amaranthus spinosus L.,Amaranthus spinosus,NA,L.,accepted,Not recorded on the APC as present in this state,introduced,introduced,not enough information to assign degree of establishment
Amelichloa caudata (Trin.) Arriaga & Barkworth,Amelichloa caudata,native,Amelichloa caudata (Trin.) Arriaga & Barkworth,Amelichloa caudata,naturalised,(Trin.) Arriaga & Barkworth,accepted,"According to the state flora is native, while according to the APC is naturalised",naturalised,introduced,established
Ammi majus L.,Ammi majus,introduced,Ammi majus L.,Ammi majus,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Ammobium alatum R.Br.,Ammobium alatum,introduced,Ammobium alatum R.Br.,Ammobium alatum,naturalised,R.Br.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Ammophila arenaria (L.) Link subsp. arenaria,Ammophila arenaria subsp. arenaria,introduced,Calamagrostis arenaria (L.) Roth,Calamagrostis arenaria,naturalised,(L.) Roth,nomenclatural synonym,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Amperea xiphoclada (Sieber ex Spreng.) Druce var. xiphoclada,Amperea xiphoclada var. xiphoclada,native,Amperea xiphoclada (Sieber ex Spreng.) Druce var. xiphoclada,Amperea xiphoclada var. xiphoclada,native,NA,accepted,Similar for the state flora and the APC,native,native,native
