ITSall_OTUa_1138	gi|2006879527|emb|FR987087.1|	99.385	325	1	1	1	325	1	324	5.84e-163	588	uncultured Basidiomycota genomic DNA sequence contains 5.8S rRNA gene, ITS2, 28S rRNA gene, clone c2932d0e
ITSall_OTUa_1138	gi|2259417832|emb|OW843270.1|	96.375	331	6	1	1	325	54	384	1.66e-148	540	uncultured Basidiomycota genomic DNA sequence contains ITS1
ITSall_OTUa_1138	gi|2249903560|gb|ON696862.1|	99.660	294	1	0	17	310	1	294	5.97e-148	538	Eukaryota sp. isolate 59d5e632d4bf9295eb04fbb85714d1bf 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
ITSall_OTUa_1138	gi|2249903309|gb|ON696611.1|	99.660	294	1	0	17	310	1	294	5.97e-148	538	Eukaryota sp. isolate 0cb9ab0f371539c2a042ae832ceaa28d 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
ITSall_OTUa_1138	gi|1216360283|gb|MF482724.1|	95.796	333	6	5	1	325	30	362	9.99e-146	531	Uncultured Agaricales isolate soil 1514 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
ITSall_OTUa_1138	gi|2259417859|emb|OW843297.1|	96.012	326	11	2	1	325	54	378	3.59e-145	529	uncultured Basidiomycota genomic DNA sequence contains ITS1
ITSall_OTUa_1138	gi|2259417567|emb|OW843215.1|	95.495	333	7	5	1	325	54	386	4.65e-144	525	uncultured Basidiomycota genomic DNA sequence contains ITS1
ITSall_OTUa_1138	gi|2259417837|emb|OW843275.1|	93.713	334	12	4	1	325	54	387	4.71e-134	492	uncultured Basidiomycota genomic DNA sequence contains ITS1
ITSall_OTUa_1138	gi|949602408|gb|KT195277.1|	98.810	252	2	1	1	252	20	270	1.03e-120	448	Uncultured fungus clone Indiana_MOTU_LB_1773 5.8S ribosomal RNA gene and internal transcribed spacer 2, partial sequence
ITSall_OTUa_1138	gi|971834934|gb|KT245118.1|	97.287	258	4	3	1	257	20	275	8.06e-117	435	Uncultured fungus clone Puerto_Rico_OTULB_4481 5.8S ribosomal RNA gene and internal transcribed spacer 2, partial sequence
ITSall_OTUj_1784	gi|2977517084|gb|PV643237.1|	99.237	393	3	0	1	393	358	750	0.0	712	Tylopilus brunneus voucher MEL_2523803A_ITS_Tylopilus_brunneus small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
ITSall_OTUj_1784	gi|2281506667|gb|OP141473.1|	99.237	393	3	0	1	393	377	769	0.0	710	Xerocomus squamulosus isolate PDD 101777 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
ITSall_OTUj_1784	gi|2281506634|gb|OP141442.1|	99.237	393	3	0	1	393	383	775	0.0	710	Xerocomus squamulosus isolate JAC16090 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
ITSall_OTUj_1784	gi|2281506606|gb|OP141421.1|	98.966	387	4	0	1	387	383	769	0.0	693	Xerocomus squamulosus isolate JAC15580 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
ITSall_OTUj_1784	gi|2281506682|gb|OP141488.1|	97.500	400	3	1	1	393	377	776	0.0	676	Xerocomus lentistipitatus isolate PDD 107806 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
ITSall_OTUj_1784	gi|2281506474|gb|OP141351.1|	99.196	373	3	0	1	373	344	716	0.0	673	Xerocomus squamulosus isolate JAC10883 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
ITSall_OTUj_1784	gi|2281506576|gb|OP141406.1|	99.185	368	3	0	1	368	336	703	0.0	664	Xerocomus squamulosus isolate JAC14300 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
ITSall_OTUj_1784	gi|2281506566|gb|OP141401.1|	99.157	356	3	0	1	356	344	699	5.47e-179	641	Xerocomus scabripes isolate JAC14152 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
ITSall_OTUj_1784	gi|2281506478|gb|OP141353.1|	97.375	381	3	1	1	374	354	734	5.47e-179	641	Xerocomus lentistipitatus isolate JAC10917 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
ITSall_OTUj_1784	gi|2281506660|gb|OP141466.1|	99.120	341	3	0	1	341	331	671	1.19e-170	614	Xerocomus nothofagi isolate PDD 93823 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
ITSall_OTUb_6974	gi|2986908334|gb|PV686860.1|	97.792	317	7	0	1	317	111	427	5.76e-153	555	Scleroderma sp. voucher MEL_2532591A__ITS_Scleroderma internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
ITSall_OTUb_6974	gi|2451035947|gb|OQ566915.1|	97.786	271	3	3	1	269	255	524	9.99e-126	464	Scleroderma sp. voucher H1567 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
ITSall_OTUb_6974	gi|1111917024|gb|KX058341.1|	91.223	319	18	8	1	317	5	315	4.71e-114	425	Scleroderma sinnamariense isolate V112014 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
